Interaction Type:	Call
Interaction ID:	[CONVERSATION_ID_1]
Transcript Start Time:	[DATE_1] [TIME_1] ([TIMEZONE_1])
Transcript End Time:	[DATE_1] [TIME_2] ([TIMEZONE_1])
Transcript Duration:	08:01
Direction:	Inbound
Internal Participant(s):	[AGENT_1]
External Participant(s):	[PHONE_1]

Date/Time	Participant Type	Participant	Text
05:07	External	[PHONE_1]	They want dog, It's …
05:11	External	[PHONE_1]	and
05:12	External	[PHONE_1]	I drop your note down.
05:14	Internal	[AGENT_1]	Yeah, if you … it's it only need to get a copy of the policy working to real … any involvement.
05:18	External	[PHONE_1]	I, well, … no, I've I've no authority to give you a copy. The wouldn't, as I said to standard can tell you it's a standard, so policy with that, They come for personal,
05:32	External	[PHONE_1]	with the technical exclusion, which would be as long it's not a dangerous dog.
05:39	External	[PHONE_1]	They will have, they will have liability cover under this policy, whether the insures.
05:39	Internal	[AGENT_1]	Oh.
05:49	External	[PHONE_1]	Is up in terms of notification, No notification and close, But thereafter, as I say, I don't see it, They're not a common policy holder, … like, it's a dual insurance. I think it's a case. It's being a potential code defending.
06:05	Internal	[AGENT_1]	… … we she'd reading correspondence up yourself over getting my copy policy or with me gentle?
06:06	External	[PHONE_1]	Dependent you
06:14	External	[PHONE_1]	the same agenda.
06:16	Internal	[AGENT_1]	Right, but you don't have authority to release the copy of the policy, So where do we get the authority for that?
06:17	External	[PHONE_1]	Jack for …
06:19	External	[PHONE_1]	No, well, I couldn't.
06:22	External	[PHONE_1]	What do you need? What, what, why would you need to see the wording on the … They're not your policy holder. Why would you need to see the wording? I mean, I I would you.
06:29	Internal	[AGENT_1]	Well, that's just the way.
06:32	External	[PHONE_1]	But they're not a
06:32	Internal	[AGENT_1]	Any other … basically works you know to real any involvement?
06:37	External	[PHONE_1]	But it's not, it's not the policy covered to the liability that would be the issue
06:43	External	[PHONE_1]	cause I … tell you they have a policy household policy which provides personal liability And as I said, agent will be … on reservation rights for notification today.
06:55	External	[PHONE_1]	The issue I say is, is being that they're separate.
06:56	Internal	[AGENT_1]	Yeah.
07:00	External	[PHONE_1]	Policy holders to … with, as I said it's not the same policy holder. One with the Home … Policy on the Head Plan Policy or something like that. So it's not a to me it's not a dull insurance you there may be a few feel issues and I have … you feel … [POLICYHOLDER_2_FIRST] … have a … answer on the liability front.
07:21	External	[PHONE_1]	But that would put them as it says being separate dependents to your policy holder,
07:27	External	[PHONE_1]	you know.
07:27	Internal	[AGENT_1]	Yeah, send me an email confirming your interest, and I'll come back to that.
07:31	External	[PHONE_1]	Well, that
07:33	External	[PHONE_1]	okay.
07:34	Internal	[AGENT_1]	Alright.
07:35	External	[PHONE_1]	Alright.
07:36	Internal	[AGENT_1]	Thanks, then. Okay, bye.
07:36	External	[PHONE_1]	Cheers, bye.
