Interaction Type:	Call
Interaction ID:	[CONVERSATION_ID_5]
Transcript Start Time:	[DATE_10] [TIME_9] (UTC+01:00)
Transcript End Time:	[DATE_10] [TIME_10] (UTC+01:00)
Transcript Duration:	16:31
Direction:	Inbound
Internal Participant(s):	[AGENT_5]
External Participant(s):	Unavailable



Date/Time	Participant Type	Participant	Text
03:47	External	Unavailable	And you need the bit as well.
03:49	Internal	[AGENT_5]	No, I don't. I just need to confirm that I've taken this down correctly, sir. It's [IBAN_3_PART1].
03:53	External	Unavailable	Yes, yes,
03:56	External	Unavailable	yes.
03:57	Internal	[AGENT_5]	[IBAN_3_PART2].
03:59	External	Unavailable	Yes.
04:00	Internal	[AGENT_5]	[IBAN_3_PART3].
04:02	External	Unavailable	Yes.
04:03	Internal	[AGENT_5]	[IBAN_3_PART4].
04:06	External	Unavailable	Yeah, its corner.
04:07	Internal	[AGENT_5]	[IBAN_3_PART5].
04:08	External	Unavailable	Yeah.
04:09	Internal	[AGENT_5]	[IBAN_3_PART6].
04:11	External	Unavailable	Yeah, correct. That's all good, yeah.
04:13	Internal	[AGENT_5]	Okay, fantastic! So I am in the position to offer the reimbursement of [AMOUNT_11] directly into your account. That does take 3 to five days to clear in your account. We are obliged by the regulator under the
04:29	External	Unavailable	H.
04:32	Internal	[AGENT_5]	Consumer protection Code to inform you that you have 10 days to accept this offer. You can accept the settlement now, and I can issue the payment immediately. Or I can write to you with Okay, you want to accept right away? All right, fantastic! I'm busy raising that payment for you now, sir.
04:44	External	Unavailable	Yes, yes, yes, okay.
04:53	Internal	[AGENT_5]	Is there anything else I can assist you with today?
04:53	External	Unavailable	Okay
04:56	External	Unavailable	oh beautiful like … you with contact with a guy about the confirmation yeah
05:00	Internal	[AGENT_5]	Yes, I'm gonna call. Yes, it's just that they've that number that they've sent us is different to the vat number we have on file and we need to make sure it's correct that we're paying the right account so that that's just why we haven't settled with them as yet but as soon as I get off this phone call with you, I'm going to give them a call just so we can.
05:02	External	Unavailable	…
05:20	Internal	[AGENT_5]	Confirm that.
05:21	External	Unavailable	Can I ask, like, what to be paid for the garage? Just?
05:22	Internal	[AGENT_5]	…
05:28	Internal	[AGENT_5]	pardon.
05:29	External	Unavailable	Can I ask how much would we pay for the … Like, I I just want to be like when I see the guy I have to see him I don't want to to to know exactly you know
05:40	Internal	[AGENT_5]	Right, I'll, I'll tell you this now. Just a moment for me.
05:57	Internal	[AGENT_5]	It will be [AMOUNT_12].
06:02	External	Unavailable	[AMOUNT_12_MISHEARD].
06:03	Internal	[AGENT_5]	[AMOUNT_12_PARTS] I'll, I'll say it slowly. [AMOUNT_12_PARTS]
06:09	External	Unavailable	[AMOUNT_12_PARTS] Yeah.
06:10	Internal	[AGENT_5]	[AMOUNT_12_FINAL].
06:14	External	Unavailable	Yeah, [AMOUNT_12_SUMMARY] or something. Okay, I think that's the figure. Like, it should be the …
06:17	Internal	[AGENT_5]	Yes,
06:23	Internal	[AGENT_5]	yeah,
06:24	Internal	[AGENT_5]	yeah, okay.
06:26	External	Unavailable	Optimize one to you for your help. Appreciate it.
06:29	Internal	[AGENT_5]	You are so very welcome. Is there anything else I can assist you with today, sir?
06:36	External	Unavailable	Both all good and good, good, all good, good, Yeah, nice one.
06:38	Internal	[AGENT_5]	Yeah, good. Okay wonderful
06:40	Internal	[AGENT_5]	I I hope you have a beautiful afternoon sir
06:41	External	Unavailable	… please.
06:44	External	Unavailable	Thank you, Thank you very much. I thank you. Good.
06:46	Internal	[AGENT_5]	Thank you, take care.
06:48	External	Unavailable	Broadband.
06:49	Internal	[AGENT_5]	Okay, bye bye.
